orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
4919,Thomas Boland,Second Class,17.48,2,0.0,8.2156,Home Office,South,Kentucky,Binders                                           ,Office Supplies,2,2014-11-30,2014-12-02
4920,Jack O'Briant,Standard Class,43.7,5,0.0,20.539,Home Office,West,California,Binders                                           ,Office Supplies,4,2016-12-14,2016-12-18
4921,Jasper Cacioppo,Standard Class,27.968,4,0.2,9.4392,Home Office,Central,Texas,Binders                                           ,Office Supplies,6,2016-09-29,2016-10-05
4922,Michael Dominguez,Standard Class,17.48,2,0.0,8.2156,Consumer,Central,Michigan,Binders                                           ,Office Supplies,6,2016-09-09,2016-09-15
4923,Maribeth Yedwab,Standard Class,15.25,1,0.0,7.015,Corporate,West,California,Binders                                           ,Office Supplies,5,2016-03-04,2016-03-09
4925,Darrin Martin,Standard Class,24.4,2,0.2,7.93,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,4,2014-11-07,2014-11-11
4926,Cari Sayre,Standard Class,36.6,3,0.2,11.895,Consumer,Central,Texas,Binders                                           ,Office Supplies,5,2015-03-04,2015-03-09
4927,Cari Sayre,Second Class,106.75,7,0.0,49.105,Consumer,Central,Indiana,Binders                                           ,Office Supplies,5,2014-07-20,2014-07-25
4928,Cari Sayre,Standard Class,26.22,3,0.0,12.3234,Consumer,Central,Missouri,Binders                                           ,Office Supplies,4,2014-11-09,2014-11-13
4930,Michael Dominguez,First Class,200.984,7,0.2,62.8075,Home Office,East,Pennsylvania,Binders                                           ,Office Supplies,3,2014-05-14,2014-05-17
4931,Darren Budd,Standard Class,35.89,1,0.0,16.1505,Consumer,West,Washington,Binders                                           ,Office Supplies,6,2015-12-07,2015-12-13
4932,Darren Budd,Standard Class,200.984,7,0.2,62.8075,Corporate,South,North Carolina,Binders                                           ,Office Supplies,5,2014-09-03,2014-09-08
4933,Bill Donatelli,First Class,114.848,4,0.2,35.89,Home Office,Central,Texas,Binders                                           ,Office Supplies,3,2016-09-18,2016-09-21
4935,Mike Caudle,Standard Class,28.752,3,0.2,9.3444,Consumer,Central,Texas,Binders                                           ,Office Supplies,4,2014-06-16,2014-06-20
4936,Mike Caudle,Second Class,29.34,3,0.0,13.4964,Consumer,East,New York,Binders                                           ,Office Supplies,4,2015-03-13,2015-03-17
4937,Sung Pak,Standard Class,23.472,3,0.2,7.6284,Consumer,South,Florida,Binders                                           ,Office Supplies,5,2013-12-12,2013-12-17
4938,Peter Fuller,Second Class,23.472,3,0.2,7.6284,Consumer,South,Tennessee,Binders                                           ,Office Supplies,2,2015-09-06,2015-09-08
4939,Joe Elijah,Second Class,15.648,2,0.2,5.0856,Consumer,Central,Texas,Binders                                           ,Office Supplies,3,2015-10-04,2015-10-07
4941,Lauren Leatherbury,Standard Class,8.26,2,0.0,3.7996,Consumer,East,New York,Binders                                           ,Office Supplies,5,2015-04-09,2015-04-14
4942,Lauren Leatherbury,Standard Class,16.52,4,0.0,7.5992,Consumer,East,New York,Binders                                           ,Office Supplies,6,2015-01-15,2015-01-21
4943,Lauren Leatherbury,Standard Class,9.912,3,0.2,3.2214,Corporate,Central,Illinois,Binders                                           ,Office Supplies,5,2016-10-31,2016-11-05
4944,Lauren Leatherbury,Standard Class,6.608,2,0.2,2.1476,Corporate,Central,Texas,Binders                                           ,Office Supplies,7,2014-11-03,2014-11-10
4945,Jennifer Braxton,Standard Class,54.9,5,0.0,26.901,Consumer,West,Washington,Binders                                           ,Office Supplies,5,2015-05-13,2015-05-18
4946,Joel Jenkins,Second Class,43.92,5,0.2,15.921,Consumer,West,Arizona,Binders                                           ,Office Supplies,3,2016-06-02,2016-06-05
4947,Mike Pelletier,Standard Class,17.568,2,0.2,6.3684,Consumer,Central,Texas,Binders                                           ,Office Supplies,4,2016-09-16,2016-09-20
4948,Mike Pelletier,First Class,8.784,1,0.2,3.1842,Corporate,West,Colorado,Binders                                           ,Office Supplies,3,2016-08-04,2016-08-07
4949,Ricardo Block,Standard Class,18.336,3,0.2,6.6468,Consumer,South,Tennessee,Binders                                           ,Office Supplies,4,2016-01-15,2016-01-19
4951,Jack O'Briant,Standard Class,7.64,1,0.0,3.7436,Consumer,West,California,Binders                                           ,Office Supplies,4,2013-10-11,2013-10-15
4952,Barry Blumstein,Standard Class,24.448,4,0.2,8.8624,Consumer,South,Florida,Binders                                           ,Office Supplies,4,2016-09-03,2016-09-07
4953,Barry Blumstein,Standard Class,12.224,2,0.2,4.4312,Home Office,Central,Texas,Binders                                           ,Office Supplies,6,2016-11-12,2016-11-18
4954,Sean Braxton,Standard Class,15.28,2,0.0,7.4872,Consumer,West,California,Binders                                           ,Office Supplies,5,2016-11-06,2016-11-11
4956,Sean Braxton,Standard Class,30.56,4,0.0,14.9744,Corporate,West,California,Binders                                           ,Office Supplies,5,2016-04-30,2016-05-05
4957,Beth Thompson,First Class,21.88,2,0.0,10.94,Corporate,West,California,Binders                                           ,Office Supplies,3,2015-09-02,2015-09-05
4958,Beth Thompson,Standard Class,35.008,4,0.2,13.128,Consumer,South,North Carolina,Binders                                           ,Office Supplies,6,2015-10-15,2015-10-21
4959,Dean Percer,Standard Class,52.512,6,0.2,19.692,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,4,2013-10-18,2013-10-22
4961,Randy Bradley,Standard Class,52.512,6,0.2,19.692,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,4,2014-09-03,2014-09-07
4962,Dan Reichenbach,Second Class,76.58,7,0.0,38.29,Home Office,West,California,Binders                                           ,Office Supplies,2,2016-11-02,2016-11-04
4963,Dan Reichenbach,Standard Class,4.464,1,0.2,1.674,Home Office,Central,Texas,Binders                                           ,Office Supplies,7,2014-10-15,2014-10-22
4964,Dan Reichenbach,Standard Class,16.74,3,0.0,8.37,Corporate,East,New York,Binders                                           ,Office Supplies,4,2016-11-19,2016-11-23
4965,Dennis Kane,Standard Class,11.16,2,0.0,5.58,Corporate,West,California,Binders                                           ,Office Supplies,5,2013-04-03,2013-04-08
4966,Dennis Kane,Standard Class,13.392,3,0.2,5.022,Corporate,Central,Texas,Binders                                           ,Office Supplies,5,2016-09-22,2016-09-27
4967,Yana Sorensen,Standard Class,8.928,2,0.2,3.348,Consumer,Central,Illinois,Binders                                           ,Office Supplies,5,2015-09-27,2015-10-02
4968,Corey Lock,Standard Class,158.13,3,0.0,77.4837,Consumer,West,Washington,Binders                                           ,Office Supplies,5,2013-05-10,2013-05-15
4969,Corey Lock,Standard Class,210.84,4,0.0,103.3116,Corporate,West,California,Binders                                           ,Office Supplies,4,2014-10-29,2014-11-02
4970,Lisa DeCherney,Second Class,158.13,3,0.0,77.4837,Consumer,West,California,Binders                                           ,Office Supplies,2,2015-11-06,2015-11-08
4971,Lisa DeCherney,Standard Class,105.42,2,0.0,51.6558,Consumer,South,Arkansas,Binders                                           ,Office Supplies,4,2014-12-27,2014-12-31
4972,Lisa DeCherney,Standard Class,304.9,5,0.0,143.303,Corporate,West,California,Envelopes                                         ,Office Supplies,4,2015-09-25,2015-09-29
4973,Lisa DeCherney,Second Class,182.94,3,0.0,85.9818,Corporate,South,Arkansas,Envelopes                                         ,Office Supplies,5,2016-12-23,2016-12-28
4974,Raymond Book,Standard Class,182.94,3,0.0,85.9818,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2013-09-17,2013-09-21
4975,Erin Mull,Standard Class,146.352,3,0.2,49.3938,Home Office,Central,Texas,Envelopes                                         ,Office Supplies,4,2015-03-09,2015-03-13
4976,Karen Bern,Standard Class,121.96,2,0.0,57.3212,Consumer,South,South Carolina,Envelopes                                         ,Office Supplies,5,2014-09-21,2014-09-26
4977,Tracy Blumstein,First Class,6.12,3,0.0,2.8764,Consumer,West,California,Envelopes                                         ,Office Supplies,2,2015-04-14,2015-04-16
4978,Tracy Blumstein,Standard Class,3.264,2,0.2,1.1016,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2014-09-17,2014-09-21
4979,Phillina Ober,First Class,4.08,2,0.0,1.9176,Corporate,West,California,Envelopes                                         ,Office Supplies,3,2015-09-24,2015-09-27
4980,Liz Willingham,Second Class,12.24,6,0.0,5.7528,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2014-11-09,2014-11-14
4981,Liz Willingham,Standard Class,1.632,1,0.2,0.5508,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,6,2013-11-21,2013-11-27
4982,Liz Willingham,Standard Class,6.12,3,0.0,2.8764,Consumer,Central,Iowa,Envelopes                                         ,Office Supplies,5,2013-03-28,2013-04-02
4983,Cindy Chapman,Second Class,10.2,5,0.0,4.794,Corporate,South,South Carolina,Envelopes                                         ,Office Supplies,4,2015-07-17,2015-07-21
4984,Georgia Rosenberg,Standard Class,2.04,1,0.0,0.9588,Consumer,East,Vermont,Envelopes                                         ,Office Supplies,4,2016-01-20,2016-01-24
4985,Julie Kriz,Standard Class,4.896,3,0.2,1.6524,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2016-09-07,2016-09-11
4986,Julie Kriz,Standard Class,3.264,2,0.2,1.1016,Home Office,Central,Texas,Envelopes                                         ,Office Supplies,5,2013-09-25,2013-09-30
4987,Victoria Brennan,Standard Class,14.28,7,0.0,6.7116,Corporate,West,California,Envelopes                                         ,Office Supplies,6,2014-10-31,2014-11-06
4988,Victoria Brennan,Standard Class,16.98,1,0.0,8.49,Home Office,East,New York,Envelopes                                         ,Office Supplies,6,2016-04-04,2016-04-10
4989,Janet Martin,First Class,33.96,2,0.0,16.98,Corporate,South,Virginia,Envelopes                                         ,Office Supplies,3,2014-11-14,2014-11-17
4990,Joni Wasserman,First Class,40.752,3,0.2,15.282,Home Office,East,Ohio,Envelopes                                         ,Office Supplies,2,2015-11-25,2015-11-27
4991,Michael Granlund,Standard Class,101.88,6,0.0,50.94,Home Office,Central,Indiana,Envelopes                                         ,Office Supplies,5,2014-03-02,2014-03-07
4992,Darren Budd,Second Class,50.94,3,0.0,25.47,Corporate,South,Louisiana,Envelopes                                         ,Office Supplies,2,2013-01-13,2013-01-15
4993,James Lanier,Standard Class,7.072,2,0.2,2.3868,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,5,2015-05-11,2015-05-16
4994,James Lanier,Standard Class,23.34,3,0.0,10.9698,Consumer,South,Arkansas,Envelopes                                         ,Office Supplies,6,2013-01-20,2013-01-26
4995,James Lanier,Standard Class,15.56,2,0.0,7.3132,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2013-09-21,2013-09-25
4996,Carlos Soltero,Standard Class,62.24,8,0.0,29.2528,Corporate,East,New York,Envelopes                                         ,Office Supplies,5,2014-11-28,2014-12-03
4997,Joel Jenkins,Standard Class,24.896,4,0.2,8.4024,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2013-06-21,2013-06-25
4998,Barry Pond,Standard Class,15.56,2,0.0,7.3132,Consumer,East,New York,Envelopes                                         ,Office Supplies,6,2014-11-12,2014-11-18
4999,Cathy Prescott,Standard Class,23.34,3,0.0,10.9698,Consumer,East,New York,Envelopes                                         ,Office Supplies,6,2016-09-29,2016-10-05
5000,Ryan Crowe,Standard Class,31.12,4,0.0,14.6264,Consumer,South,Virginia,Envelopes                                         ,Office Supplies,5,2014-09-16,2014-09-21
5001,Justin Hirsh,Second Class,29.808,2,0.2,10.8054,Consumer,South,Florida,Envelopes                                         ,Office Supplies,4,2013-08-29,2013-09-02
5002,Justin Hirsh,Standard Class,39.76,7,0.0,18.6872,Consumer,West,California,Envelopes                                         ,Office Supplies,6,2015-12-25,2015-12-31
5003,Rick Wilson,Standard Class,11.36,2,0.0,5.3392,Home Office,East,New York,Envelopes                                         ,Office Supplies,6,2013-03-02,2013-03-08
5004,Cari Sayre,Second Class,11.36,2,0.0,5.3392,Corporate,South,Louisiana,Envelopes                                         ,Office Supplies,2,2013-01-13,2013-01-15
5005,Andrew Roberts,Second Class,28.4,5,0.0,13.348,Consumer,Central,Missouri,Envelopes                                         ,Office Supplies,3,2016-04-01,2016-04-04
5006,Gary Hwang,Standard Class,28.4,5,0.0,13.348,Consumer,West,New Mexico,Envelopes                                         ,Office Supplies,4,2015-11-17,2015-11-21
5007,Steve Nguyen,Standard Class,11.36,2,0.0,5.3392,Corporate,South,Georgia,Envelopes                                         ,Office Supplies,5,2013-11-22,2013-11-27
5008,Steve Nguyen,Standard Class,134.288,2,0.2,45.3222,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,6,2015-08-23,2015-08-29
5009,Phillip Breyer,First Class,335.72,5,0.2,113.3055,Home Office,Central,Texas,Envelopes                                         ,Office Supplies,2,2013-03-30,2013-04-01
5010,Tonja Turnell,Standard Class,167.86,2,0.0,78.8942,Consumer,West,California,Envelopes                                         ,Office Supplies,7,2014-07-26,2014-08-02
5011,Gene McClure,Standard Class,201.432,3,0.2,67.9833,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2013-10-11,2013-10-15
5012,Gene McClure,Standard Class,268.576,4,0.2,90.6444,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,4,2016-01-22,2016-01-26
5013,Dianna Arnett,Standard Class,251.79,3,0.0,118.3413,Home Office,South,Virginia,Envelopes                                         ,Office Supplies,4,2015-11-02,2015-11-06
5014,Chris McAfee,Standard Class,8.872,1,0.2,3.2161,Home Office,East,Ohio,Envelopes                                         ,Office Supplies,6,2015-04-09,2015-04-15
5015,Julie Kriz,Standard Class,66.54,6,0.0,32.6046,Corporate,South,Virginia,Envelopes                                         ,Office Supplies,5,2015-10-16,2015-10-21
5016,Julie Kriz,Standard Class,11.09,1,0.0,5.4341,Consumer,South,Virginia,Envelopes                                         ,Office Supplies,5,2015-09-12,2015-09-17
5017,Chuck Clark,Same Day,22.18,2,0.0,10.8682,Home Office,West,California,Envelopes                                         ,Office Supplies,1,2016-09-11,2016-09-12
5018,Chuck Clark,Standard Class,30.672,3,0.2,9.585,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,6,2013-12-09,2013-12-15
5019,Barbara Fisher,Second Class,12.78,1,0.0,5.751,Home Office,West,California,Envelopes                                         ,Office Supplies,2,2015-09-02,2015-09-04
5020,Barbara Fisher,Standard Class,38.34,3,0.0,17.253,Home Office,Central,Michigan,Envelopes                                         ,Office Supplies,4,2013-08-08,2013-08-12
5022,Tracy Collins,Standard Class,51.12,4,0.0,23.004,Corporate,East,New Jersey,Envelopes                                         ,Office Supplies,6,2014-10-02,2014-10-08
5023,Tracy Collins,First Class,63.9,5,0.0,28.755,Home Office,East,New York,Envelopes                                         ,Office Supplies,2,2016-10-22,2016-10-24
5024,Karen Carlisle,Standard Class,63.9,5,0.0,28.755,Consumer,South,Virginia,Envelopes                                         ,Office Supplies,4,2015-04-13,2015-04-17
5025,Ashley Jarboe,Standard Class,27.18,1,0.0,12.7746,Consumer,East,New York,Envelopes                                         ,Office Supplies,6,2014-09-12,2014-09-18
5026,Ashley Jarboe,Standard Class,135.9,5,0.0,63.873,Consumer,West,Washington,Envelopes                                         ,Office Supplies,7,2015-08-24,2015-08-31
5027,Mathew Reese,First Class,108.72,5,0.2,36.693,Consumer,West,Arizona,Envelopes                                         ,Office Supplies,1,2013-01-19,2013-01-20
5028,Mathew Reese,First Class,65.232,3,0.2,22.0158,Corporate,South,North Carolina,Envelopes                                         ,Office Supplies,1,2016-05-09,2016-05-10
5029,Susan Pistek,Second Class,81.54,3,0.0,38.3238,Consumer,Central,Oklahoma,Envelopes                                         ,Office Supplies,2,2015-08-04,2015-08-06
5030,Deanra Eno,First Class,21.744,1,0.2,7.3386,Consumer,South,North Carolina,Envelopes                                         ,Office Supplies,1,2016-01-15,2016-01-16
5031,Eugene Barchas,Second Class,130.464,6,0.2,44.0316,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,2,2013-08-25,2013-08-27
5032,Cynthia Delaney,Standard Class,55.584,6,0.2,20.844,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,5,2016-11-18,2016-11-23
5033,Erin Creighton,Second Class,27.792,3,0.2,10.422,Consumer,West,Oregon,Envelopes                                         ,Office Supplies,2,2015-12-30,2016-01-01
5034,Cari MacIntyre,Second Class,57.9,5,0.0,28.95,Corporate,West,California,Envelopes                                         ,Office Supplies,2,2016-07-17,2016-07-19
5035,Cari MacIntyre,Standard Class,34.74,3,0.0,17.37,Corporate,East,New York,Envelopes                                         ,Office Supplies,5,2013-11-20,2013-11-25
5036,Deanra Eno,Second Class,4.72,2,0.2,1.652,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,2,2013-08-25,2013-08-27
5037,Brad Eason,Second Class,14.75,5,0.0,7.08,Corporate,West,California,Envelopes                                         ,Office Supplies,4,2014-10-31,2014-11-04
5040,Kristen Hastings,Standard Class,7.08,3,0.2,2.478,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,4,2013-11-17,2013-11-21
5041,Kristen Hastings,First Class,7.08,3,0.2,2.478,Consumer,West,Arizona,Envelopes                                         ,Office Supplies,3,2014-11-06,2014-11-09
5042,Roy Phan,Second Class,11.8,4,0.0,5.664,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2014-10-23,2014-10-27
5043,Roy Phan,Standard Class,9.78,1,0.0,4.89,Corporate,West,California,Envelopes                                         ,Office Supplies,4,2016-01-13,2016-01-17
5045,Bart Folk,Second Class,7.824,1,0.2,2.934,Consumer,South,Florida,Envelopes                                         ,Office Supplies,2,2016-12-22,2016-12-24
5046,James Galang,Second Class,7.824,1,0.2,2.934,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,4,2014-09-13,2014-09-17
5047,Barry Weirich,Standard Class,23.472,3,0.2,8.802,Consumer,West,Arizona,Envelopes                                         ,Office Supplies,5,2013-11-23,2013-11-28
5048,Michelle Lonsdale,Second Class,287.52,8,0.0,129.384,Corporate,Central,Indiana,Envelopes                                         ,Office Supplies,3,2015-11-13,2015-11-16
5049,Michelle Lonsdale,Second Class,71.88,2,0.0,32.346,Home Office,South,Kentucky,Envelopes                                         ,Office Supplies,2,2014-11-30,2014-12-02
5050,Linda Southworth,Standard Class,251.58,7,0.0,113.211,Consumer,South,Virginia,Envelopes                                         ,Office Supplies,6,2016-10-26,2016-11-01
5051,Linda Southworth,Standard Class,17.92,4,0.0,8.6016,Consumer,South,Georgia,Envelopes                                         ,Office Supplies,6,2015-04-09,2015-04-15
5052,Fred McMath,Second Class,8.96,2,0.0,4.3008,Corporate,West,California,Envelopes                                         ,Office Supplies,5,2016-10-19,2016-10-24
5053,Michael Stewart,Standard Class,26.88,6,0.0,12.9024,Consumer,East,New Jersey,Envelopes                                         ,Office Supplies,5,2015-05-23,2015-05-28
5055,Alex Russell,Second Class,62.96,4,0.0,28.332,Corporate,East,New York,Envelopes                                         ,Office Supplies,5,2016-04-30,2016-05-05
5057,Dave Poirier,Standard Class,167.96,2,0.0,78.9412,Consumer,East,New York,Envelopes                                         ,Office Supplies,7,2016-11-24,2016-12-01
5060,Ashley Jarboe,Standard Class,52.34,2,0.0,24.5998,Home Office,East,New Jersey,Envelopes                                         ,Office Supplies,4,2015-01-15,2015-01-19
5061,Ashley Jarboe,Standard Class,104.68,5,0.2,35.3295,Home Office,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2016-12-01,2016-12-05
5062,Neil Ducich,Standard Class,62.808,3,0.2,21.1977,Corporate,East,Pennsylvania,Envelopes                                         ,Office Supplies,5,2013-11-23,2013-11-28
5063,Neil Ducich,Standard Class,20.936,1,0.2,7.0659,Home Office,Central,Texas,Envelopes                                         ,Office Supplies,4,2015-07-26,2015-07-30
5064,Ann Steele,Second Class,79.96,2,0.0,35.982,Consumer,East,New York,Envelopes                                         ,Office Supplies,2,2014-10-31,2014-11-02
5065,Gene McClure,Standard Class,223.888,7,0.2,69.965,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,6,2014-11-12,2014-11-18
5067,Nathan Mautz,Standard Class,39.98,1,0.0,17.991,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2014-09-24,2014-09-29
5068,Lindsay Shagiari,Standard Class,95.952,3,0.2,29.985,Consumer,South,North Carolina,Envelopes                                         ,Office Supplies,5,2015-09-07,2015-09-12
5069,Aleksandra Gannaway,Second Class,63.968,2,0.2,19.99,Home Office,East,Ohio,Envelopes                                         ,Office Supplies,2,2015-09-23,2015-09-25
5070,Aleksandra Gannaway,Standard Class,79.96,2,0.0,35.982,Corporate,East,New York,Envelopes                                         ,Office Supplies,4,2016-11-28,2016-12-02
5071,Aleksandra Gannaway,Standard Class,15.84,2,0.2,5.544,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,7,2016-10-27,2016-11-03
5072,Hallie Redmond,Standard Class,7.92,1,0.2,2.772,Consumer,West,Arizona,Envelopes                                         ,Office Supplies,4,2014-12-20,2014-12-24
5073,Katrina Willman,Standard Class,31.68,4,0.2,11.088,Corporate,East,Pennsylvania,Envelopes                                         ,Office Supplies,6,2016-10-22,2016-10-28
5075,Beth Paige,Standard Class,19.4,5,0.0,9.312,Corporate,West,California,Envelopes                                         ,Office Supplies,4,2016-03-18,2016-03-22
5076,Bryan Spruell,Standard Class,21.728,7,0.2,7.6048,Consumer,West,Oregon,Envelopes                                         ,Office Supplies,6,2013-09-10,2013-09-16
5077,Chad McGuire,Standard Class,6.208,2,0.2,2.1728,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2014-06-16,2014-06-20
5078,Meg O'Connel,Second Class,15.52,4,0.0,7.4496,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2014-12-12,2014-12-16
5079,Christy Brittain,Standard Class,23.36,2,0.0,11.68,Corporate,West,California,Envelopes                                         ,Office Supplies,7,2016-08-17,2016-08-24
5080,Christy Brittain,Standard Class,70.08,6,0.0,35.04,Consumer,Central,Indiana,Envelopes                                         ,Office Supplies,5,2016-08-10,2016-08-15
5081,Robert Dilbeck,Second Class,56.064,6,0.2,21.024,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,2,2013-05-21,2013-05-23
5082,Patrick O'Donnell,First Class,18.688,2,0.2,7.008,Consumer,West,Colorado,Envelopes                                         ,Office Supplies,3,2016-04-23,2016-04-26
5083,Patrick O'Donnell,Standard Class,9.344,1,0.2,3.504,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,6,2015-05-10,2015-05-16
5084,Tom Prescott,Second Class,23.36,2,0.0,11.68,Corporate,East,New Jersey,Envelopes                                         ,Office Supplies,4,2015-01-31,2015-02-04
5085,Phillina Ober,Second Class,46.72,5,0.2,17.52,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,2,2015-02-25,2015-02-27
5086,Aaron Bergman,First Class,21.84,3,0.0,10.4832,Consumer,West,California,Envelopes                                         ,Office Supplies,2,2013-11-23,2013-11-25
5087,Aaron Bergman,Second Class,7.28,1,0.0,3.4944,Home Office,Central,Iowa,Envelopes                                         ,Office Supplies,3,2016-12-11,2016-12-14
5088,Aaron Bergman,First Class,36.4,5,0.0,17.472,Home Office,South,Virginia,Envelopes                                         ,Office Supplies,2,2013-10-13,2013-10-15
5089,Christine Abelman,Second Class,57.96,7,0.0,27.2412,Corporate,Central,Michigan,Envelopes                                         ,Office Supplies,3,2014-10-09,2014-10-12
5090,Christine Abelman,Standard Class,57.96,7,0.0,27.2412,Corporate,East,Delaware,Envelopes                                         ,Office Supplies,6,2016-03-02,2016-03-08
5091,Carlos Soltero,Standard Class,41.4,5,0.0,19.458,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2013-06-16,2013-06-21
5092,Carlos Soltero,Second Class,16.56,2,0.0,7.7832,Consumer,East,Delaware,Envelopes                                         ,Office Supplies,2,2014-11-23,2014-11-25
5093,Yana Sorensen,Standard Class,16.56,2,0.0,7.7832,Consumer,Central,Missouri,Envelopes                                         ,Office Supplies,4,2015-09-05,2015-09-09
5094,Nora Pelletier,Standard Class,19.872,3,0.2,6.7068,Corporate,East,Ohio,Envelopes                                         ,Office Supplies,4,2014-12-27,2014-12-31
5096,Henia Zydlo,Standard Class,271.44,3,0.0,122.148,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2014-12-30,2015-01-03
5097,Anne Pryor,Standard Class,180.96,2,0.0,81.432,Corporate,Central,Indiana,Envelopes                                         ,Office Supplies,4,2016-05-13,2016-05-17
5098,Anne Pryor,Second Class,271.44,3,0.0,122.148,Corporate,West,California,Envelopes                                         ,Office Supplies,5,2014-12-04,2014-12-09
5100,Anne Pryor,Standard Class,180.96,2,0.0,81.432,Consumer,Central,Michigan,Envelopes                                         ,Office Supplies,4,2014-04-20,2014-04-24
5101,Christy Brittain,Standard Class,23.16,2,0.0,11.58,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2016-05-05,2016-05-09
5102,Christy Brittain,Standard Class,64.848,7,0.2,24.318,Corporate,South,Tennessee,Envelopes                                         ,Office Supplies,7,2016-11-24,2016-12-01
5103,Clay Cheatham,First Class,43.96,2,0.0,20.6612,Consumer,West,California,Envelopes                                         ,Office Supplies,2,2015-07-05,2015-07-07
5104,Dorris Love,Second Class,65.94,3,0.0,30.9918,Consumer,West,Washington,Envelopes                                         ,Office Supplies,3,2015-09-03,2015-09-06
5105,Dorris Love,Standard Class,87.92,5,0.2,29.673,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,4,2013-07-21,2013-07-25
5106,Ken Heidel,Standard Class,27.312,2,0.2,9.2178,Consumer,South,Florida,Envelopes                                         ,Office Supplies,6,2014-12-21,2014-12-27
5107,Brian DeCherney,Standard Class,40.968,3,0.2,13.8267,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,5,2015-11-20,2015-11-25
5108,Sylvia Foulston,Standard Class,14.76,5,0.2,4.797,Consumer,South,Tennessee,Envelopes                                         ,Office Supplies,5,2016-08-13,2016-08-18
5109,Sean O'Donnell,Second Class,7.38,2,0.0,3.3948,Consumer,South,Alabama,Envelopes                                         ,Office Supplies,3,2014-03-16,2014-03-19
5110,Sean O'Donnell,Standard Class,11.07,3,0.0,5.0922,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2013-09-14,2013-09-19
5111,Robert Marley,Second Class,8.856,3,0.2,2.8782,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,2,2016-03-21,2016-03-23
5112,Allen Golden,Standard Class,8.856,3,0.2,2.8782,Corporate,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2016-11-02,2016-11-06
5113,Allen Golden,Standard Class,64.02,6,0.0,29.4492,Corporate,Central,Indiana,Envelopes                                         ,Office Supplies,5,2013-11-28,2013-12-03
5114,Bruce Stewart,Standard Class,10.67,1,0.0,4.9082,Consumer,South,Kentucky,Envelopes                                         ,Office Supplies,6,2014-10-28,2014-11-03
5115,Bruce Stewart,Standard Class,21.34,2,0.0,9.8164,Corporate,West,California,Envelopes                                         ,Office Supplies,7,2014-04-25,2014-05-02
5118,Eudokia Martin,Standard Class,62.28,4,0.0,29.2716,Consumer,East,New York,Envelopes                                         ,Office Supplies,4,2013-11-30,2013-12-04
5119,Anthony Garverick,Standard Class,10.86,3,0.0,5.1042,Corporate,West,California,Envelopes                                         ,Office Supplies,5,2016-09-18,2016-09-23
5121,Lela Donovan,Standard Class,10.86,3,0.0,5.1042,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2015-08-17,2015-08-21
5123,Erica Smith,Standard Class,8.688,3,0.2,2.9322,Corporate,South,Florida,Envelopes                                         ,Office Supplies,5,2014-03-12,2014-03-17
5124,Erica Smith,First Class,2.896,1,0.2,0.9774,Corporate,South,Florida,Envelopes                                         ,Office Supplies,3,2016-08-27,2016-08-30
